id,embedding,metadata,inserted_at,content
00f9142e-f482-46f9-8198-b698ab2ed664,"[0.010924408,0.01724646,0.006854045,-0.020153861,0.018458908,0.031300966,0.02014149,0.03191956,0.021700352,0.0031130852,-0.044687387,-0.035655882,-0.03637345,-0.024521152,-0.04852268,0.033874325,-0.07428102,-0.008889226,-0.06567017,0.025634624,-0.018347561,0.023432422,0.007386038,0.017444411,0.021700352,0.075765654,-0.044637896,-0.015935037,0.020945664,0.022133369,0.041124273,-0.020190978,0.031498916,0.0066499086,-0.008078866,-0.018496025,-1.2988103e-05,0.025510905,0.04265839,0.04632048,0.010342928,-0.016071128,-0.049537178,-0.007695336,-0.059682157,0.009149037,-0.048943326,-0.033082522,0.062255517,0.047236003,-0.019782705,-0.009761447,-0.05166515,0.03107827,-0.010571808,-0.018755835,0.0065200035,-0.025857318,-0.0060591493,-0.04067888,0.006860231,-0.030410185,-0.011771885,0.0076025464,0.029346202,-0.024867564,0.022751966,0.011710025,0.0073365504,0.060177032,-0.009322244,0.034121763,-0.026129501,0.029643128,0.04258416,-0.014623613,0.006730326,-0.008666532,0.055178776,-0.0037796225,0.017234089,-0.008419094,-0.075765654,0.002976994,-0.03469087,-0.017790824,-0.045800857,-0.019275457,0.021477658,0.016442286,-0.018867182,-0.00096964947,0.04028298,-0.015600994,-0.0042528487,0.0053972513,0.023952043,0.043573912,0.0024279898,0.06086986,-0.021947792,0.026748097,-0.05893984,0.0116667235,-0.006071521,-0.0072994344,-0.0042002676,-0.00201817,0.044563666,-0.031226734,0.046765868,-0.015687598,-0.019993028,0.01730832,-0.017902173,-0.037882827,-0.0043641957,0.00027662847,-0.014833936,0.0218117,-0.02522635,0.03840245,0.029568896,0.0154401595,-0.02155189,-0.02033944,-0.016788699,-0.020933293,-0.059335742,0.011994579,0.042559415,-0.021564262,0.026302708,0.016269078,-0.010658411,-0.049685642,-0.002469745,-0.016491773,-0.07621104,0.016541261,0.026723353,-0.058642913,-0.028653374,-0.023457166,-0.0239273,-0.01923834,0.008184027,0.009786191,-0.03912002,-0.0130647505,0.01628145,0.02478096,0.022356065,0.00030891146,0.00868509,-0.03365163,-0.007800497,0.07611207,-0.0118956035,-0.031350452,-0.043474935,0.015873177,0.020104375,0.0029986447,-0.008177841,0.05206105,0.025783088,-0.033701118,-0.034468178,-0.07042099,-0.02124259,-0.011023384,0.006414842,-0.011091429,-0.0138936695,0.0132503295,-0.03389907,0.017988775,-0.027713107,-0.013423536,-0.02766362,-0.04431623,0.042435694,-0.014858679,-0.014660728,-0.07848748,-0.036695123,0.012211088,0.009303686,0.022343693,0.024632499,0.042213,0.022739595,0.024904681,-0.015081374,-0.055624165,0.014215339,-0.045899834,-0.012619361,0.020920921,-0.018879553,0.06863943,0.050922833,0.0058828495,0.006260193,-0.021155989,-0.010503762,0.015155605,-0.012613175,-0.029197738,0.033874325,-0.03402279,-0.017555758,-0.017741337,-0.032389693,0.011499702,-0.025312955,-0.010726457,-0.022158114,0.04909179,0.009371731,0.07734926,0.03179584,0.0046858657,-0.034047533,0.024496406,0.040753115,0.014574125,0.024248969,-0.021972535,0.010305812,0.012019323,-0.00021244911,-0.0550798,0.0123471785,-0.045701884,0.008913971,-0.00619524,-0.03493831,-0.011128545,-0.0009665565,-0.028158497,-0.032810338,0.053298242,-0.013745206,-0.015143233,0.001485404,-0.039342716,-0.019040389,0.015242209,0.010967709,0.02541193,0.0025207794,-0.007330364,0.031622633,-0.023407677,0.0035074402,0.009711959,-0.015996896,-0.006903533,0.030088516,0.0026197548,-0.0404067,0.018706348,-0.005486948,-0.02419948,-0.00023332673,-0.0069592064,-0.035655882,-0.020599252,0.011858488,0.003696112,0.017988775,0.0023707696,-0.016256707,-0.0022656084,-0.041149016,0.035655882,-0.061562687,0.0058797565,0.03770962,0.032513414,0.009340801,0.011573934,-0.007986076,-0.021786956,0.022182858,0.03963964,-0.029519407,0.024298456,0.02560988,0.039961312,-0.0058797565,0.004982792,-0.015019515,-0.047433954,0.026822329,0.016850559,-0.004834329,-0.0687384,0.07334076,0.04728549,0.0005269666,0.003977573,-0.0063591683,0.04354917,0.0103491135,0.041520175,-0.0050477446,0.016442286,-0.032463927,-0.04285634,-0.0066560945,-0.009161409,-0.009291314,0.0045621465,0.005604481,-0.008307747,0.017407296,-0.075171806,0.009749075,-0.052209515,-0.060968835,0.004769376,0.0079737045,-0.016368054,0.032117512,0.054535437,-0.04859691,-0.006086986,-0.030286467,0.021700352,0.03719,0.034047533,-0.021663237,-0.008146911,-0.0047415392,-0.018632116,-0.036150757,-0.023172611,-0.02444692,-0.026500659,0.043499682,-0.009947026,-0.005725107,0.011951277,-0.06918379,0.014846307,0.011425471,0.011728583,-0.032909315,-0.022022022,0.007089112,-0.057554185,-0.02187356,0.009903724,-0.0038105522,0.03525998,0.053050805,-0.008969644,0.0058519193,0.00804175,0.033379447,-0.008864483,0.04555342,-0.00010313158,-0.061463714,0.03993657,-0.031870075,-0.0010647586,-0.027168743,0.040555164,0.037561156,0.009643914,0.001362458,-0.0009889805,0.02645117,0.037041537,0.019164108,0.074924365,0.06329475,-0.027861571,-0.016937163,-0.038229242,-0.013844182,0.054733388,-0.021997279,-0.020166235,-0.053446706,0.0058581056,-0.0051776497,-0.052852854,-0.0028641,-0.030533906,-0.055426214,-0.015786573,0.0058673844,0.021143615,-0.0010508402,0.045058545,0.0047724694,-0.052605417,-0.047780365,0.022529272,-0.01968373,0.021205476,-0.007416968,-0.009674843,-0.035012543,-0.015774202,-0.030385442,-0.014920539,0.0058828495,0.012464712,0.01435143,0.013324561,0.06047396,-0.02637694,0.018706348,0.05938523,0.011976021,-0.025387185,0.024879936,0.053149782,0.0023614909,0.0027991475,-0.038649887,-0.009192338,0.026797585,-0.044959567,0.008988202,-0.010435717,-0.0022269462,0.0014467417,-0.011400727,-0.0659176,-0.0023754092,-0.0058364547,-0.005923058,0.01219253,-0.007051996,0.05577263,0.034270227,0.0015897921,-0.010503762,-0.016046384,-0.046097785,0.049685642,-0.009334615,-0.012978147,0.0068293014,-0.009749075,0.016380426,0.012056439,-0.055178776,-0.06863943,0.013646231,-0.0089449,0.0065509332,0.05636648,-0.039812848,0.011085243,-0.010380044,-0.03790757,0.029494664,-0.013906041,-0.024595382,0.04310378,0.041965563,0.024620127,-0.016207218,0.02464487,0.020537391,-0.011598677,0.0006731099,0.009396476,0.038377706,0.0053477637,0.019807449,-0.0002634833,-0.06195859,0.008907785,0.0054962267,-0.032983545,0.038155008,-0.013361677,-0.006922091,0.038501423,-0.047730878,0.014215339,0.0072746905,0.015526763,0.014784448,-0.012019323,0.0140421325,-0.03582909,-0.025882063,0.006711768,0.014846307,-0.041544918,-0.08412907,0.024298456,0.004317801,0.036497172,0.015427788,0.009124293,0.013336933,0.026748097,0.015860805,0.027836826,-0.010101675,0.013398793,0.022987032,0.004206454,-0.053842608,0.015069002,0.04105004,0.010052187,-0.007967519,-0.017122742,0.037808597,-0.02090855,-0.011994579,-0.0009967131,0.0071447855,-0.009631542,-0.026748097,-0.008214957,-0.028430678,0.0037455996,0.010120233,-0.0160835,0.0033404191,-0.034146506,0.012903916,-0.032711364,-0.036769353,0.017493898,-0.012582245,-0.0026383125,0.038526166,0.018372305,0.012204902,0.011159474,-0.009136665,-0.0064643295,-0.027564645,-0.0034610454,-0.010973896,0.034963053,0.012817312,0.044241995,0.024459291,-0.029742103,-0.022949917,0.004525031,-0.020611623,0.0022625155,0.009612984,0.013745206,-0.00045312167,0.007942774,0.04696382,0.027935801,-0.014363802,-0.031103013,-0.011128545,0.027094511,-0.02625322,0.010788317,0.010058373,-0.037858084,0.00564469,-0.011604863,0.040827345,0.02741618,-0.002188284,0.029890565,0.038179755,-0.02419948,0.00926657,0.006915905,-0.0005973319,0.023952043,-0.039540667,-0.012644105,-0.00836342,0.0021867373,-0.021786956,0.017444411,0.009705774,-0.025312955,0.0018016612,-0.002072297,0.06606607,0.014289571,0.01473496,-0.037214745,0.013002891,-0.009736704,-0.0019362059,0.018990902,-0.027391437,-0.0010052187,0.016194846,-0.0031347359,-0.0017954753,-0.018236214,0.0033806278,-0.0041136644,-0.02058688,-0.009606798,0.028777093,0.02746567,0.00068354874,0.051813614,0.0035785786,-0.018384676,-0.00926657,0.005895221,0.027762596,-0.030929808,-0.022244718,-0.005431274,-0.0073179924,0.020277582,0.014289571,-0.010423345,-0.018520769,0.012681221,-0.002840903,0.0478546,0.026772842,0.006260193,-0.02038893,-0.0060003824,-0.041470684,0.026599634,-0.0052240444,-0.05359517,0.010460461,-0.029692614,0.019213596,0.022294205,0.004614727,0.012681221,-0.0034022788,-0.026401684,0.018879553,0.032612387,0.030212235,0.002406339,0.026302708,0.03622499,-0.008326304,-0.0239273,0.021279708,0.04624625,-0.026080014,0.04087683,0.00707674,-0.0014676193,-0.0036497172,-0.013992645,-0.04555342,0.033701118,-0.010250138,-0.026302708,-0.012526572,0.055030312,-0.0114564,0.03043493,-0.00935936,-0.0030883413,-0.00049912976,-0.024360316,0.0055704582,-0.049240254,0.0232221,0.009538752,-0.016491773,-0.017865056,-0.028529653,0.0064890734,0.04250993,-0.020017771,0.008184027,0.016330939,-0.01370809,-0.039466433,0.0026135687,0.006365354,0.031424683,-0.04124799,0.016578376,-0.07017355,-0.0138194375,0.020289954,-0.017654734,0.014301943,0.0025934642,0.04325224,-0.0012147682,-0.018001148,0.00593543,0.011481144,0.015304068,0.018693976,0.0008691276,-0.021452915,0.022949917,-0.020487905,-0.01808775,-0.010757387,0.010899664,0.0053539495,0.0154772755,-0.029841078,0.011239892,-0.03372586,0.012767824,-0.003544556,0.0005741345,-0.002946064,-0.014846307,0.00054049835,-0.011784256,-0.0033991858,-0.008029378,-0.020104375,-0.008697461,-0.03449292,-0.009965584,-0.03380009,0.02798529,0.0116667235,0.010126418,0.010955337,-0.03456715,0.0010067652,0.025906807,-0.00089155167,-0.0059941965,-0.0031440149,0.024991283,-0.03365163,0.07918031,0.034789845,-0.033478424,-0.012495642,-0.009643914,0.008889226,-0.012211088,0.032463927,-0.010373857,-0.00047438592,0.004014689,-0.0010144977,0.025906807,0.007070554,-0.006922091,-0.0037981803,0.015143233,0.047780365,0.0343692,-0.032538157,-0.038451936,-0.00593543,-0.004509566,-0.0058797565,0.027638875,-0.011357425,0.025832575,0.005474576,0.025882063,0.009421219,-0.010144977,0.014586497,-0.003031121,-0.012730708,-0.0064767017,0.010342928,-0.0063220523,-0.007089112,-0.020995153,0.0019037296,0.010955337,-0.02830696,-0.009662472,0.020042514,-0.04265839,-0.036051784,0.01376995,-0.024917053,0.008938714,-0.024038646,0.018161982,-0.08313932,0.000955731,0.004620913,0.010144977,0.009421219,0.0010539332,-0.00807268,0.029074019,-0.0059045004,-0.0035631137,0.005106511,-0.009798563,-0.056712896,-0.041272733,0.0052395095,0.0096501,-0.02426134,0.0023986066,0.020228093,-0.02541193,-0.039218996,0.020599252,-0.0030945272,0...","{""loc"": {""lines"": {""to"": 1, ""from"": 1}}, ""date"": ""Fri, 16 Jan 2026 16:29:38 +0000"", ""tone"": ""negative"", ""topic"": ""Big Tech"", ""source"": ""TechCrunch"", ""blobType"": ""text/plain"", ""category"": ""Other""}",2026-01-22 01:04:56.63025+00,"X is down for the second time this week Elon Musk's X, formerly Twitter, is down for the second time this week. Nearly 80,000 reports have spiked on Down Detector since around 10 a.m. ET Friday morning."
03f3d63e-7f57-46af-b0f1-3715d823b9b1,"[-0.015186319,0.00036233725,-0.002696752,0.047373362,0.006350416,0.0032808413,-0.020704098,0.037282288,-0.03738171,0.0017584813,0.041607033,-0.019921169,0.00553642,0.00923358,-0.023674253,-0.02440747,-0.015099327,-0.032211896,-0.028881347,0.047597054,-0.0012171114,0.04337173,0.041880436,-0.005116994,-0.010165637,0.01249578,-0.010594384,-0.034299705,0.033479493,-0.005402825,0.02828483,-0.036660917,0.028458813,0.016665183,-0.018566579,-0.027862297,0.0010105054,-0.031192848,0.013396769,0.0014369215,0.015981674,0.004200471,-0.0017041112,0.034299705,-0.007232764,-0.0136826,-0.016764602,-0.03059633,0.014154842,-0.024718158,0.012377719,0.021213623,-0.04282492,0.06690928,-0.07267561,0.024183778,0.012178881,-0.018579006,-0.028657652,0.014999907,0.034697384,-0.03872387,-0.0065865377,0.009929516,-0.02291618,-0.017423255,0.05994992,-0.018939402,0.026868103,-0.0066983844,-0.004623004,-0.03477195,-0.01254549,0.07237735,0.03544303,-0.016279932,0.020753806,0.0081275385,0.040687405,-0.035095062,0.020293992,0.020380985,0.021822566,-0.033728044,-0.032261606,-0.028682508,0.022008978,-0.023438131,0.02204626,-0.02828483,-0.004980292,0.02117634,-0.05796153,0.0029219994,-0.064871185,0.005166704,-0.030944299,0.036685772,0.046528295,0.0076925787,0.03703374,0.018193757,-0.055724595,0.028881347,0.017796079,0.032982398,-0.0015806137,-0.005073498,0.038375903,0.030148944,0.018355314,-0.0019153776,-0.0396435,0.009612617,-0.07779571,-0.022804333,-0.09618831,0.03892271,-0.012725688,-0.0026734509,0.0019946024,-0.052095786,0.028235119,-0.03477195,0.004206685,0.003243559,0.00016844991,0.03099401,-0.038276482,-0.04384397,0.018939402,-0.010998275,-0.022170534,0.014303971,-0.0045888284,0.035095062,0.0061919666,-0.017050434,0.011687998,-0.043595422,-0.013235212,0.04302376,0.0032808413,-0.04180587,-0.019511065,-0.0101035,0.03897242,-0.023897946,0.0030726818,-0.01923766,0.0068910094,0.03213733,0.00526923,0.032211896,0.025115835,-0.052195203,0.057365015,0.00016243038,0.038997274,0.0035045352,-0.038027935,0.013173075,0.012284514,-0.027290635,0.013421624,0.022791905,0.009072023,-0.016739747,-0.010432827,-0.009214939,-0.03079517,-0.009214939,-0.021151485,-0.014366108,-0.030670896,-0.0051387423,0.012253446,0.059104852,-0.008245599,-0.030298073,0.026694119,0.01363289,-0.0042750356,-0.01962291,0.022928607,-0.0020225642,-0.056967337,0.0023161622,-0.012638696,-0.027390053,0.0038835716,0.01639178,0.018690854,0.0061453637,0.0038742512,-0.037630256,-0.008724055,-0.002678111,0.013508616,-0.047920167,0.030472057,-0.00966854,-0.03345464,-0.03213733,-0.047298796,-0.018926974,0.0048901937,0.032087624,0.011992469,-0.0020303312,0.0578124,0.0075248084,0.051797524,0.021723147,-0.02711665,-0.062485114,-0.017435683,-0.0152360285,0.006487118,-0.011638287,-0.0015953713,0.0072451914,-0.00819589,-0.0047845603,-0.032162186,0.005337581,-0.0065244003,-0.02358726,-0.026793538,-0.00053826306,0.017336264,0.03892271,0.034001447,-0.04031458,0.009562907,-0.043868825,0.03360377,-0.01938679,0.023984939,-0.013707454,0.0025724778,-0.045757797,0.013272495,-0.06616364,-0.0483427,0.011476731,0.015198746,-0.078640774,-0.03432456,-0.013545898,-0.0049989335,0.02567507,0.03514477,0.010569529,-0.034597963,0.09509469,0.027912006,0.026967522,0.0043899897,0.02972641,-0.040240016,-0.0014423585,0.022568211,-0.039668355,-0.0054090386,0.04056313,-0.007338397,0.014266689,0.0014485723,0.0051076734,-0.008394728,0.007183054,-0.02107692,0.044589616,-0.015907109,-0.022841616,0.01871571,-0.06149092,-0.029378444,0.0117252795,0.008233172,0.010432827,-0.0048466977,-0.09086937,-0.012098103,-0.031167993,0.025699925,0.02214568,-0.019374363,0.021748,-0.030397492,-0.0112530375,0.014279116,-0.031416543,-0.016665183,-0.024780294,0.022344518,-0.02818541,-0.016081093,-0.006754308,0.028483668,0.0061515775,0.030447202,-0.05125072,-0.012651123,-0.036288094,0.007319756,-0.023127446,-0.031888783,0.021735573,-0.0023751925,0.012750543,-0.003246666,-0.0884833,0.008139966,-0.0026625767,-0.008289095,-0.0026656836,-0.02354998,0.046578005,-0.0021825673,-0.023910373,-0.015770407,-0.018280748,-0.013943575,-0.04998312,0.018976685,0.0057228315,0.008842116,-0.02137518,-0.045161277,-0.0123155825,-0.0055861296,-0.040190306,-0.013409196,-0.03099401,0.01672732,0.04404281,0.014937771,-0.034523398,0.038301338,-0.003812114,0.010060004,-0.054780107,0.016267505,0.006070799,-0.0027728702,-0.0013670173,-0.04970972,0.043595422,-0.039519224,0.013545898,-0.05786211,0.056867916,0.02373639,-0.035517592,-0.011277893,0.013657745,0.041308776,-0.011197113,-0.009861166,0.04275036,-0.010078645,0.020231854,0.006344203,0.006511973,-0.0048901937,-0.058707178,-0.011010703,-0.013980858,0.007922486,-0.014179697,0.02547623,-0.0057601137,-0.04046371,0.025650214,0.0041010515,-0.005859533,0.03539332,0.015248456,-0.017323837,-0.02358726,-0.022319663,-0.019647766,-0.033628624,0.05945282,-0.060148757,-0.038947564,-0.03308182,0.020741379,0.040066034,0.030223507,0.012986664,-0.0023472307,0.008245599,0.017622095,-0.031789366,0.082021035,0.026122456,0.047373362,0.0019557667,-0.004153868,0.0029437474,0.06114295,0.017087715,-0.0032497728,0.011482945,0.012222377,-0.051747818,-0.018678427,-0.009699608,-0.037456274,0.028036281,-0.020393413,0.005990021,0.032932688,-0.021623727,0.007586946,-0.012949381,0.031739656,-0.0027262673,0.014589802,-0.003936388,0.023003172,-0.008860758,0.029254168,-0.00802812,0.0051076734,0.04767162,-0.020778662,-0.044738747,0.025501085,0.01232801,-0.058657467,-0.023624543,0.016888877,-0.0526923,0.009177657,-0.010700016,0.0054525346,-0.03099401,0.026619554,0.0049181553,-0.028881347,-0.08604752,-0.04312318,0.044266503,-0.0017336264,0.017124997,-0.0230156,0.006294493,-0.024134068,-0.03999147,-0.03586556,0.0025926724,0.011948973,0.046230037,0.0009530285,-0.016031384,0.0237861,0.03360377,-0.01244607,-0.0012419663,-0.020443121,-0.03708345,-0.036511786,-0.012439857,0.055326916,-0.0019883886,0.065865375,-0.037580546,-0.025028843,-0.030969154,-0.0424521,-0.017485393,-0.034871366,0.015646134,-0.010109714,0.04292434,-0.0066797435,-0.013521044,0.0022307236,-0.0014462421,-0.0007720541,-0.022294808,-0.079634964,-0.00886697,0.036337804,-0.023512697,0.0562714,0.05656966,-0.0046789274,0.009214939,-0.012178881,0.01826832,0.03812735,-0.014254262,0.032559864,-0.011178473,-0.071084894,0.021052066,0.028259974,-0.00020505258,0.0025926724,0.017087715,0.052394044,0.022518503,0.0046727136,-0.00603041,0.043595422,-0.0030866629,0.005309619,0.017709088,0.008438225,-0.029080184,0.003058701,-0.0074253893,-0.016864022,0.030546622,0.0074564577,0.025501085,-0.034399126,-0.024233487,0.030372638,-0.02788715,-0.017410828,0.013769592,0.062435403,-0.005402825,-0.028831637,0.057315305,0.014390963,0.00016611977,-0.017124997,0.0074378164,0.003927068,-0.0008450652,-0.011998683,0.0058750673,0.0396435,-0.009022314,0.007450244,-0.008879398,0.02654499,0.012383933,-0.009419992,-0.010849146,0.016453916,0.015633706,0.034597963,0.037207723,0.015385157,-0.02107692,-0.042377535,-0.00906581,-0.02268006,-0.0016978976,-0.015447294,0.004076197,0.02030642,0.035890415,0.0025134475,-0.0059993416,0.008307736,0.010569529,-0.004393096,0.036039546,-0.006487118,-0.025774488,0.020380985,0.0022307236,-0.013881438,-0.019809322,-0.007947342,0.06323076,0.010712444,-0.0062354626,0.0036288095,0.03805279,0.011861981,0.021151485,-0.022319663,-0.0037530838,0.004010953,-0.0065678963,-0.0009895341,0.016528482,-0.000781763,-0.037108306,-0.0050455364,-0.009333,0.035791,0.018380169,-0.010401758,0.039096694,-0.013371914,0.0026470425,-0.040960807,0.007673938,0.03223675,0.014316399,-0.010078645,-0.0004722423,0.0011844893,-0.011830913,0.015994102,0.0062416764,-0.00067379966,0.020393413,-0.015136609,0.0042222193,-0.024792721,-0.02350027,-0.008730269,0.0015759534,0.0010027383,-0.006400126,-0.009165229,-0.001916931,0.026371006,0.010867787,-0.016130803,-0.036685772,0.02489214,-0.024295624,0.014738931,-0.009606403,-0.019250087,0.036511786,0.03223675,0.024519319,0.012651123,-0.02629644,0.018156474,0.042377535,0.017709088,-0.011203327,-0.011868195,-0.036462076,-0.009879806,0.044415634,0.025973327,0.030646041,0.0209775,-0.017771224,0.0038090071,-0.017423255,-0.030944299,0.009842524,0.00025767498,-0.011259251,0.0024528638,-0.0016606152,-0.0047721327,0.0036039546,-0.011762562,0.012073248,-0.013483761,0.01759724,0.020716526,0.008450652,0.051499266,0.027489474,-0.007717434,0.043148033,0.027638603,0.007083635,0.026470425,-0.037530836,0.027017232,-0.013906294,0.03146625,0.054084174,-0.015198746,-0.019138241,0.0062323557,-0.019175524,0.01846716,0.022729767,-0.016404206,-0.010724871,-0.016789457,-0.0017569278,-0.030720605,0.017013151,-0.022941034,0.0036443437,-0.025289819,0.03315638,0.049510878,-0.021213623,-0.003151907,-0.042601228,-0.014428246,-0.00472553,-0.06303192,0.023264147,0.0061049745,-0.0061950735,0.005809823,0.053785913,-0.032460447,0.041607033,-0.00059146795,-0.028707363,-0.005247482,-0.0028583088,0.013906294,0.0040171663,0.012383933,-0.010960992,0.0038959992,1.2342476e-05,0.014838351,0.014241834,-0.03335522,0.008835902,-0.023313858,-0.0064622634,-0.013210357,-0.027390053,0.00024427666,0.0483427,0.011315174,-0.008649491,-0.016416634,0.0009763299,-0.011352457,0.012675978,0.012669764,-0.032758705,-0.038823288,-0.020244282,-0.03574129,0.02204626,-0.0050952462,-0.009979226,-0.0068785823,-0.030148944,-0.029676702,0.010109714,-0.05130043,0.01048875,0.048616104,-0.033902027,0.02972641,0.03320609,0.014937771,0.009190084,-0.045037005,0.0073943203,0.009482129,-0.028533379,0.0051915585,-0.0052102,-0.0208408,-0.0056358394,0.0054742824,-0.028632797,-0.015869828,0.029751265,0.009625044,-0.025873909,0.009817669,0.004094838,-0.008444439,0.03079517,0.0381025,-0.021984123,0.042079277,-0.00597138,0.008556285,-0.0027262673,0.008494148,0.021039639,0.013073656,-0.03877358,-0.020244282,7.7283075e-05,0.011420808,0.0052164136,0.0018858624,-0.028980765,-0.007767143,-0.023239292,-0.016267505,-0.030969154,0.014763786,-0.04978428,0.013856584,-0.009997867,0.039867193,-0.040016323,0.01749782,0.022580639,0.015298165,0.037406564,-0.05254317,0.04297405,0.007537236,-0.016752174,-0.019138241,0.038400758,0.011197113,0.037182868,0.03472224,0.0046416447,0.033578914,0.038798433,-0.030322928,-0.023674253,0.016888877,-0.0093640685,-0.019200379,-0.026271585,-0.03467253,0.01416727,0.0065678963,0.002710733,0.010109714,0.01957...","{""loc"": {""lines"": {""to"": 1, ""from"": 1}}, ""date"": ""Thu, 15 Jan 2026 23:01:24 +0000"", ""tone"": ""negative"", ""topic"": ""Other"", ""source"": ""Ars Technica"", ""blobType"": ""text/plain"", ""category"": ""Opinion""}",2026-01-22 01:04:56.63025+00,"“I am very annoyed”: Pharma execs blast RFK Jr.’s attack on vaccines Pharma execs had avoided conflict with Trump admin, but now join doctors in rebukes."
